d,N,r,cascaron,pi
1,2500,691,2.0,0.001447178002894356
1,2500,692,2.0,0.001445086705202312
1,2500,693,2.0,0.001443001443001443
1,2500,694,2.0,0.001440922190201729
1,2500,695,2.0,0.0014388489208633094
1,2500,696,2.0,0.0014367816091954023
1,2500,697,2.0,0.0014347202295552368
1,2500,698,2.0,0.0014326647564469914
1,2500,699,2.0,0.001430615164520744
1,2500,700,2.0,0.0014285714285714286
1,2500,701,2.0,0.0014265335235378032
1,2500,702,2.0,0.0014245014245014246
1,2500,703,2.0,0.001422475106685633
1,2500,704,2.0,0.0014204545454545455
1,2500,705,2.0,0.0014184397163120568
1,2500,706,2.0,0.00141643059490085
1,2500,707,2.0,0.0014144271570014145
1,2500,708,2.0,0.0014124293785310734
1,2500,709,2.0,0.0014104372355430183
1,2500,710,2.0,0.0014084507042253522
1,2500,711,2.0,0.0014064697609001407
1,2500,712,2.0,0.0014044943820224719
1,2500,713,2.0,0.001402524544179523
1,2500,714,2.0,0.0014005602240896359
1,2500,715,2.0,0.0013986013986013986
1,2500,716,2.0,0.0013966480446927375
1,2500,717,2.0,0.001394700139470014
1,2500,718,2.0,0.001392757660167131
1,2500,719,2.0,0.0013908205841446453
1,2500,720,2.0,0.001388888888888889
1,2500,721,2.0,0.0013869625520110957
1,2500,722,2.0,0.0013850415512465374
1,2500,723,2.0,0.0013831258644536654
1,2500,724,2.0,0.0013812154696132596
1,2500,725,2.0,0.001379310344827586
1,2500,726,2.0,0.0013774104683195593
1,2500,727,2.0,0.001375515818431912
1,2500,728,2.0,0.0013736263736263737
1,2500,729,2.0,0.0013717421124828531
1,2500,730,2.0,0.0013698630136986301
1,2500,731,2.0,0.0013679890560875513
1,2500,732,2.0,0.001366120218579235
1,2500,733,2.0,0.001364256480218281
1,2500,734,2.0,0.0013623978201634877
1,2500,735,2.0,0.0013605442176870747
1,2500,736,2.0,0.001358695652173913
1,2500,737,2.0,0.0013568521031207597
1,2500,738,2.0,0.0013550135501355014
1,2500,739,2.0,0.0013531799729364006
1,2500,740,2.0,0.0013513513513513514
1,2500,741,2.0,0.001349527665317139
1,2500,742,2.0,0.0013477088948787063
1,2500,743,2.0,0.0013458950201884253
1,2500,744,2.0,0.0013440860215053765
1,2500,745,2.0,0.0013422818791946308
1,2500,746,2.0,0.0013404825737265416
1,2500,747,2.0,0.0013386880856760374
1,2500,748,2.0,0.001336898395721925
1,2500,749,2.0,0.0013351134846461949
1,2500,750,2.0,0.0013333333333333333
1,2500,751,2.0,0.0013315579227696406
1,2500,752,2.0,0.0013297872340425532
1,2500,753,2.0,0.0013280212483399733
1,2500,754,2.0,0.001326259946949602
1,2500,755,2.0,0.0013245033112582781
1,2500,756,2.0,0.0013227513227513227
1,2500,757,2.0,0.001321003963011889
1,2500,758,2.0,0.0013192612137203166
1,2500,759,2.0,0.0013175230566534915
1,2500,760,2.0,0.0013157894736842105
1,2500,761,2.0,0.001314060446780552
1,2500,762,2.0,0.0013123359580052493
1,2500,763,2.0,0.001310615989515072
1,2500,764,2.0,0.0013089005235602095
1,2500,765,2.0,0.00130718954248366
1,2500,766,2.0,0.0013054830287206266
1,2500,767,2.0,0.001303780964797914
1,2500,768,2.0,0.0013020833333333333
1,2500,769,2.0,0.0013003901170351106
1,2500,770,2.0,0.0012987012987012987
1,2500,771,2.0,0.0012970168612191958
1,2500,772,2.0,0.0012953367875647669
1,2500,773,2.0,0.00129366106080207
1,2500,774,2.0,0.0012919896640826874
1,2500,775,2.0,0.0012903225806451613
1,2500,776,2.0,0.001288659793814433
1,2500,777,2.0,0.001287001287001287
1,2500,778,2.0,0.0012853470437017994
1,2500,779,2.0,0.0012836970474967907
1,2500,780,2.0,0.001282051282051282
1,2500,781,2.0,0.0012804097311139564
1,2500,782,2.0,0.0012787723785166241
1,2500,783,2.0,0.001277139208173691
1,2500,784,2.0,0.0012755102040816326
1,2500,785,2.0,0.0012738853503184713
1,2500,786,2.0,0.001272264631043257
1,2500,787,2.0,0.0012706480304955528
1,2500,788,2.0,0.0012690355329949238
1,2500,789,2.0,0.0012674271229404308
1,2500,790,2.0,0.0012658227848101266
1,2500,791,2.0,0.0012642225031605564
1,2500,792,2.0,0.0012626262626262627
1,2500,793,2.0,0.0012610340479192938
1,2500,794,2.0,0.0012594458438287153
1,2500,795,2.0,0.0012578616352201257
1,2500,796,2.0,0.001256281407035176
1,2500,797,2.0,0.0012547051442910915
1,2500,798,2.0,0.0012531328320802004
1,2500,799,2.0,0.0012515644555694619
1,2500,800,2.0,0.00125
1,2500,801,2.0,0.0012484394506866417
1,2500,802,2.0,0.0012468827930174563
1,2500,803,2.0,0.0012453300124533001
1,2500,804,2.0,0.0012437810945273632
1,2500,805,2.0,0.0012422360248447205
1,2500,806,2.0,0.0012406947890818859
1,2500,807,2.0,0.0012391573729863693
1,2500,808,2.0,0.0012376237623762376
1,2500,809,2.0,0.0012360939431396785
1,2500,810,2.0,0.0012345679012345679
1,2500,811,2.0,0.0012330456226880395
1,2500,812,2.0,0.0012315270935960591
1,2500,813,2.0,0.0012300123001230013
1,2500,814,2.0,0.0012285012285012285
1,2500,815,2.0,0.001226993865030675
1,2500,816,2.0,0.0012254901960784314
1,2500,817,2.0,0.0012239902080783353
1,2500,818,2.0,0.0012224938875305623
1,2500,819,2.0,0.001221001221001221
1,2500,820,2.0,0.0012195121951219512
1,2500,821,2.0,0.001218026796589525
1,2500,822,2.0,0.0012165450121654502
1,2500,823,2.0,0.001215066828675577
1,2500,824,2.0,0.0012135922330097086
1,2500,825,2.0,0.0012121212121212121
1,2500,826,2.0,0.0012106537530266344
1,2500,827,2.0,0.0012091898428053204
1,2500,828,2.0,0.0012077294685990338
1,2500,829,2.0,0.0012062726176115801
1,2500,830,2.0,0.0012048192771084338
1,2500,831,2.0,0.0012033694344163659
1,2500,832,2.0,0.001201923076923077
1,2500,833,2.0,0.0012004801920768306
1,2500,834,2.0,0.001199040767386091
1,2500,835,2.0,0.0011976047904191617
1,2500,836,2.0,0.0011961722488038277
1,2500,837,2.0,0.0011947431302270011
1,2500,838,2.0,0.0011933174224343676
1,2500,839,2.0,0.0011918951132300357
1,2500,840,2.0,0.0011904761904761906
1,2500,841,2.0,0.0011890606420927466
1,2500,842,2.0,0.0011876484560570072
1,2500,843,2.0,0.0011862396204033216
1,2500,844,2.0,0.001184834123222749
1,2500,845,2.0,0.001183431952662722
1,2500,846,2.0,0.001182033096926714
1,2500,847,2.0,0.0011806375442739079
1,2500,848,2.0,0.0011792452830188679
1,2500,849,2.0,0.001177856301531213
1,2500,850,2.0,0.001176470588235294
1,2500,851,2.0,0.0011750881316098707
1,2500,852,2.0,0.0011737089201877935
1,2500,853,2.0,0.0011723329425556857
1,2500,854,2.0,0.00117096018735363
1,2500,855,2.0,0.0011695906432748538
1,2500,856,2.0,0.0011682242990654205
1,2500,857,2.0,0.0011668611435239206
1,2500,858,2.0,0.0011655011655011655
1,2500,859,2.0,0.0011641443538998836
1,2500,860,2.0,0.0011627906976744186
1,2500,861,2.0,0.0011614401858304297
1,2500,862,2.0,0.001160092807424594
1,2500,863,2.0,0.0011587485515643105
1,2500,864,2.0,0.0011574074074074073
1,2500,865,2.0,0.0011560693641618498
1,2500,866,2.0,0.0011547344110854503
1,2500,867,2.0,0.0011534025374855825
1,2500,868,2.0,0.001152073732718894
1,2500,869,2.0,0.0011507479861910242
1,2500,870,2.0,0.0011494252873563218
1,2500,871,2.0,0.001148105625717566
1,2500,872,2.0,0.0011467889908256881
1,2500,873,2.0,0.001145475372279496
1,2500,874,2.0,0.0011441647597254005
1,2500,875,2.0,0.001142857142857143
1,2500,876,2.0,0.001141552511415525
1,2500,877,2.0,0.0011402508551881414
1,2500,878,2.0,0.0011389521640091116
1,2500,879,2.0,0.0011376564277588168
1,2500,880,2.0,0.0011363636363636363
1,2500,881,2.0,0.0011350737797956867
1,2500,882,2.0,0.0011337868480725624
1,2500,883,2.0,0.0011325028312570782
1,2500,884,2.0,0.0011312217194570137
1,2500,885,2.0,0.0011299435028248588
1,2500,886,2.0,0.001128668171557562
1,2500,887,2.0,0.0011273957158962795
1,2500,888,2.0,0.0011261261261261261
1,2500,889,2.0,0.0011248593925759281
1,2500,890,2.0,0.0011235955056179776
1,2500,891,2.0,0.001122334455667789
1,2500,892,2.0,0.0011210762331838565
1,2500,893,2.0,0.0011198208286674132
1,2500,894,2.0,0.0011185682326621924
1,2500,895,2.0,0.0011173184357541898
1,2500,896,2.0,0.0011160714285714285
1,2500,897,2.0,0.0011148272017837235
1,2500,898,2.0,0.0011135857461024498
1,2500,899,2.0,0.0011123470522803114
1,2500,900,2.0,0.0011111111111111111
1,2500,901,2.0,0.0011098779134295228
1,2500,902,2.0,0.0011086474501108647
1,2500,903,2.0,0.0011074197120708748
1,2500,904,2.0,0.0011061946902654867
1,2500,905,2.0,0.0011049723756906078
1,2500,906,2.0,0.0011037527593818985
1,2500,907,2.0,0.0011025358324145535
1,2500,908,2.0,0.0011013215859030838
1,2500,909,2.0,0.0011001100110011
1,2500,910,2.0,0.001098901098901099
1,2500,911,2.0,0.0010976948408342481
1,2500,912,2.0,0.0010964912280701754
1,2500,913,2.0,0.001095290251916758
1,2500,914,2.0,0.0010940919037199124
1,2500,915,2.0,0.001092896174863388
1,2500,916,2.0,0.001091703056768559
1,2500,917,2.0,0.0010905125408942203
1,2500,918,2.0,0.0010893246187363835
1,2500,919,2.0,0.001088139281828074
1,2500,920,2.0,0.0010869565217391304
1,2500,921,2.0,0.0010857763300760044
1,2500,922,2.0,0.0010845986984815619
1,2500,923,2.0,0.0010834236186348862
1,2500,924,2.0,0.0010822510822510823
1,2500,925,2.0,0.001081081081081081
1,2500,926,2.0,0.0010799136069114472
1,2500,927,2.0,0.0010787486515641855
1,2500,928,2.0,0.0010775862068965517
1,2500,929,2.0,0.001076426264800861
1,2500,930,2.0,0.001075268817204301
1,2500,931,2.0,0.0010741138560687433
1,2500,932,2.0,0.001072961373390558
1,2500,933,2.0,0.0010718113612004287
1,2500,934,2.0,0.0010706638115631692
1,2500,935,2.0,0.0010695187165775401
1,2500,936,2.0,0.0010683760683760685
1,2500,937,2.0,0.0010672358591248667
1,2500,938,2.0,0.0010660980810234541
1,2500,939,2.0,0.0010649627263045794
1,2500,940,2.0,0.0010638297872340426
1,2500,941,2.0,0.0010626992561105207
1,2500,942,2.0,0.0010615711252653928
1,2500,943,2.0,0.0010604453870625664
1,2500,944,2.0,0.001059322033898305
1,2500,945,2.0,0.0010582010582010583
1,2500,946,2.0,0.0010570824524312897
1,2500,947,2.0,0.0010559662090813093
1,2500,948,2.0,0.0010548523206751054
1,2500,949,2.0,0.001053740779768177
1,2500,950,2.0,0.0010526315789473684
1,2500,951,2.0,0.0010515247108307045
1,2500,952,2.0,0.0010504201680672268
1,2500,953,2.0,0.001049317943336831
1,2500,954,2.0,0.0010482180293501049
1,2500,955,2.0,0.0010471204188481676
1,2500,956,2.0,0.0010460251046025104
1,2500,957,2.0,0.0010449320794148381
1,2500,958,2.0,0.0010438413361169101
1,2500,959,2.0,0.0010427528675703858
1,2500,960,2.0,0.0010416666666666667
1,2500,961,2.0,0.001040582726326743
1,2500,962,2.0,0.0010395010395010396
1,2500,963,2.0,0.0010384215991692627
1,2500,964,2.0,0.001037344398340249
1,2500,965,2.0,0.0010362694300518134
1,2500,966,2.0,0.0010351966873706005
1,2500,967,2.0,0.001034126163391934
1,2500,968,2.0,0.0010330578512396695
1,2500,969,2.0,0.0010319917440660474
1,2500,970,2.0,0.0010309278350515464
1,2500,971,2.0,0.0010298661174047373
1,2500,972,2.0,0.00102880658436214
1,2500,973,2.0,0.0010277492291880781
1,2500,974,2.0,0.001026694045174538
1,2500,975,2.0,0.0010256410256410256
1,2500,976,2.0,0.0010245901639344263
1,2500,977,2.0,0.0010235414534288639
1,2500,978,2.0,0.0010224948875255625
1,2500,979,2.0,0.0010214504596527069
1,2500,980,2.0,0.0010204081632653062
1,2500,981,2.0,0.0010193679918450561
1,2500,982,2.0,0.0010183299389002036
1,2500,983,2.0,0.001017293997965412
1,2500,984,2.0,0.0010162601626016261
1,2500,985,2.0,0.0010152284263959391
1,2500,986,2.0,0.0010141987829614604
1,2500,987,2.0,0.0010131712259371835
1,2500,988,2.0,0.0010121457489878543
1,2500,989,2.0,0.0010111223458038423
1,2500,990,2.0,0.00101010101010101
1,2500,991,2.0,0.0010090817356205853
1,2500,992,2.0,0.0010080645161290322
1,2500,993,2.0,0.0010070493454179255
1,2500,994,2.0,0.001006036217303823
1,2500,995,2.0,0.0010050251256281408
1,2500,996,2.0,0.001004016064257028
1,2500,997,2.0,0.0010030090270812437
1,2500,998,2.0,0.001002004008016032
1,2500,999,2.0,0.001001001001001001
1,2500,1000,2.0,0.001
1,2500,1001,2.0,0.000999000999000999
1,2500,1002,2.0,0.000998003992015968
1,2500,1003,2.0,0.0009970089730807576
1,2500,1004,2.0,0.00099601593625498
1,2500,1005,2.0,0.0009950248756218905
1,2500,1006,2.0,0.0009940357852882703
1,2500,1007,2.0,0.0009930486593843098
1,2500,1008,2.0,0.000992063492063492
1,2500,1009,2.0,0.0009910802775024777
1,2500,1010,2.0,0.0009900990099009901
1,2500,1011,2.0,0.0009891196834817012
1,2500,1012,2.0,0.0009881422924901185
1,2500,1013,2.0,0.0009871668311944718
1,2500,1014,2.0,0.0009861932938856016
1,2500,1015,2.0,0.0009852216748768472
1,2500,1016,2.0,0.000984251968503937
1,2500,1017,2.0,0.0009832841691248771
1,2500,1018,2.0,0.0009823182711198428
1,2500,1019,2.0,0.0009813542688910696
1,2500,1020,2.0,0.000980392156862745
1,2500,1021,2.0,0.0009794319294809011
1,2500,1022,2.0,0.0009784735812133072
1,2500,1023,2.0,0.0009775171065493646
1,2500,1024,2.0,0.0009765625
1,2500,1025,2.0,0.000975609756097561
1,2500,1026,2.0,0.0009746588693957114
1,2500,1027,2.0,0.0009737098344693282
1,2500,1028,2.0,0.0009727626459143969
1,2500,1029,2.0,0.0009718172983479105
1,2500,1030,2.0,0.000970873786407767
1,2500,1031,2.0,0.0009699321047526673
1,2500,1032,2.0,0.0009689922480620155
1,2500,1033,2.0,0.000968054211035818
1,2500,1034,2.0,0.0009671179883945841
1,2500,1035,2.0,0.000966183574879227
1,2500,1036,2.0,0.0009652509652509653
1,2500,1037,2.0,0.0009643201542912247
1,2500,1038,2.0,0.0009633911368015414
1,2500,1039,2.0,0.0009624639076034649
1,2500,1040,2.0,0.0009615384615384616
1,2500,1041,2.0,0.0009606147934678194
1,2500,1042,2.0,0.0009596928982725527
1,2500,1043,2.0,0.0009587727708533077
1,2500,1044,2.0,0.0009578544061302681
1,2500,1045,2.0,0.0009569377990430622
1,2500,1046,2.0,0.0009560229445506692
1,2500,1047,2.0,0.0009551098376313276
1,2500,1048,2.0,0.0009541984732824427
1,2500,1049,2.0,0.0009532888465204957
1,2500,1050,2.0,0.0009523809523809524
1,2500,1051,2.0,0.0009514747859181732
1,2500,1052,2.0,0.0009505703422053232
1,2500,1053,2.0,0.000949667616334283
1,2500,1054,2.0,0.0009487666034155598
1,2500,1055,2.0,0.0009478672985781991
1,2500,1056,2.0,0.000946969696969697
1,2500,1057,2.0,0.000946073793755913
1,2500,1058,2.0,0.000945179584120983
1,2500,1059,2.0,0.0009442870632672333
1,2500,1060,2.0,0.0009433962264150943
1,2500,1061,2.0,0.000942507068803016
1,2500,1062,2.0,0.0009416195856873823
1,2500,1063,2.0,0.0009407337723424271
1,2500,1064,2.0,0.0009398496240601503
1,2500,1065,2.0,0.0009389671361502347
1,2500,1066,2.0,0.0009380863039399625
1,2500,1067,2.0,0.0009372071227741331
1,2500,1068,2.0,0.0009363295880149813
1,2500,1069,2.0,0.0009354536950420954
1,2500,1070,2.0,0.0009345794392523365
1,2500,1071,2.0,0.0009337068160597573
1,2500,1072,2.0,0.0009328358208955224
1,2500,1073,2.0,0.0009319664492078285
1,2500,1074,2.0,0.000931098696461825
1,2500,1075,2.0,0.0009302325581395349
1,2500,1076,2.0,0.0009293680297397769
1,2500,1077,2.0,0.0009285051067780873
1,2500,1078,2.0,0.0009276437847866419
1,2500,1079,2.0,0.0009267840593141798
1,2500,1080,2.0,0.000925925925925926
1,2500,1081,2.0,0.0009250693802035153
1,2500,1082,2.0,0.0009242144177449168
1,2500,1083,2.0,0.0009233610341643582
1,2500,1084,2.0,0.0009225092250922509
1,2500,1085,2.0,0.0009216589861751152
1,2500,1086,2.0,0.0009208103130755065
1,2500,1087,2.0,0.0009199632014719411
1,2500,1088,2.0,0.0009191176470588235
1,2500,1089,2.0,0.0009182736455463728
1,2500,1090,2.0,0.0009174311926605505
1,2500,1091,2.0,0.0009165902841429881
1,2500,1092,2.0,0.0009157509157509158
1,2500,1093,2.0,0.0009149130832570906
1,2500,1094,2.0,0.0009140767824497258
1,2500,1095,2.0,0.0009132420091324201
1,2500,1096,2.0,0.0009124087591240876
1,2500,1097,2.0,0.0009115770282588879
1,2500,1098,2.0,0.0009107468123861566
1,2500,1099,2.0,0.0009099181073703367
1,2500,1100,2.0,0.0009090909090909091
1,2500,1101,2.0,0.0009082652134423251
1,2500,1102,2.0,0.0009074410163339383
1,2500,1103,2.0,0.0009066183136899365
1,2500,1104,2.0,0.0009057971014492754
1,2500,1105,2.0,0.0009049773755656109
1,2500,1106,2.0,0.0009041591320072332
1,2500,1107,2.0,0.0009033423667570009
1,2500,1108,2.0,0.0009025270758122744
1,2500,1109,2.0,0.0009017132551848512
1,2500,1110,2.0,0.0009009009009009009
1,2500,1111,2.0,0.0009000900090009
1,2500,1112,2.0,0.0008992805755395684
1,2500,1113,2.0,0.0008984725965858042
1,2500,1114,2.0,0.0008976660682226212
1,2500,1115,2.0,0.0008968609865470852
1,2500,1116,2.0,0.0008960573476702509
1,2500,1117,2.0,0.0008952551477170994
1,2500,1118,2.0,0.0008944543828264759
1,2500,1119,2.0,0.0008936550491510277
1,2500,1120,2.0,0.0008928571428571428
1,2500,1121,2.0,0.0008920606601248885
1,2500,1122,2.0,0.00089126559714795
1,2500,1123,2.0,0.0008904719501335708
1,2500,1124,2.0,0.0008896797153024911
1,2500,1125,2.0,0.0008888888888888889
1,2500,1126,2.0,0.0008880994671403197
1,2500,1127,2.0,0.0008873114463176575
1,2500,1128,2.0,0.0008865248226950354
1,2500,1129,2.0,0.0008857395925597874
1,2500,1130,2.0,0.0008849557522123894
1,2500,1131,2.0,0.0008841732979664014
1,2500,1132,2.0,0.0008833922261484099
1,2500,1133,2.0,0.00088261253309797
1,2500,1134,2.0,0.0008818342151675485
1,2500,1135,2.0,0.000881057268722467
1,2500,1136,2.0,0.0008802816901408451
1,2500,1137,2.0,0.0008795074758135445
1,2500,1138,2.0,0.0008787346221441124
1,2500,1139,2.0,0.000877963125548727
1,2500,1140,2.0,0.0008771929824561404
1,2500,1141,2.0,0.0008764241893076249
1,2500,1142,2.0,0.0008756567425569177
1,2500,1143,2.0,0.0008748906386701663
1,2500,1144,2.0,0.0008741258741258741
1,2500,1145,2.0,0.0008733624454148472
1,2500,1146,2.0,0.0008726003490401396
1,2500,1147,2.0,0.0008718395815170009
1,2500,1148,2.0,0.0008710801393728223
1,2500,1149,2.0,0.0008703220191470844
1,2500,1150,2.0,0.0008695652173913044
1,2500,1151,2.0,0.0008688097306689834
1,2500,1152,2.0,0.0008680555555555555
1,2500,1153,2.0,0.0008673026886383347
1,2500,1154,2.0,0.0008665511265164644
1,2500,1155,2.0,0.0008658008658008658
1,2500,1156,2.0,0.0008650519031141869
1,2500,1157,2.0,0.000864304235090752
1,2500,1158,2.0,0.0008635578583765112
1,2500,1159,2.0,0.0008628127696289905
1,2500,1160,2.0,0.0008620689655172414
1,2500,1161,2.0,0.0008613264427217916
1,2500,1162,2.0,0.0008605851979345956
1,2500,1163,2.0,0.0008598452278589854
1,2500,1164,2.0,0.000859106529209622
1,2500,1165,2.0,0.0008583690987124463
1,2500,1166,2.0,0.0008576329331046312
1,2500,1167,2.0,0.000856898029134533
1,2500,1168,2.0,0.0008561643835616438
1,2500,1169,2.0,0.000855431993156544
1,2500,1170,2.0,0.0008547008547008547
1,2500,1171,2.0,0.0008539709649871904
1,2500,1172,2.0,0.0008532423208191126
1,2500,1173,2.0,0.0008525149190110827
1,2500,1174,2.0,0.0008517887563884157
1,2500,1175,2.0,0.000851063829787234
1,2500,1176,2.0,0.0008503401360544217
1,2500,1177,2.0,0.0008496176720475786
1,2500,1178,2.0,0.0008488964346349745
1,2500,1179,2.0,0.0008481764206955047
1,2500,1180,2.0,0.000847457627118644
1,2500,1181,2.0,0.000846740050804403
1,2500,1182,2.0,0.0008460236886632825
1,2500,1183,2.0,0.0008453085376162299
1,2500,1184,2.0,0.0008445945945945946
1,2500,1185,2.0,0.0008438818565400844
1,2500,1186,2.0,0.0008431703204047217
1,2500,1187,2.0,0.0008424599831508003
1,2500,1188,2.0,0.0008417508417508417
1,2500,1189,2.0,0.0008410428931875525
1,2500,1190,2.0,0.0008403361344537816
1,2500,1191,2.0,0.0008396305625524769
1,2500,1192,2.0,0.0008389261744966443
1,2500,1193,2.0,0.0008382229673093043
1,2500,1194,2.0,0.0008375209380234506
1,2500,1195,2.0,0.0008368200836820083
1,2500,1196,2.0,0.0008361204013377926
1,2500,1197,2.0,0.000835421888053467
1,2500,1198,2.0,0.0008347245409015025
1,2500,1199,2.0,0.0008340283569641367
1,2500,1200,2.0,0.0008333333333333334
1,2500,1201,2.0,0.0008326394671107411
1,2500,1202,2.0,0.0008319467554076539
1,2500,1203,2.0,0.0008312551953449709
1,2500,1204,2.0,0.0008305647840531562
1,2500,1205,2.0,0.0008298755186721991
1,2500,1206,2.0,0.0008291873963515755
1,2500,1207,2.0,0.0008285004142502071
1,2500,1208,2.0,0.0008278145695364238
1,2500,1209,2.0,0.0008271298593879239
1,2500,1210,2.0,0.0008264462809917355
1,2500,1211,2.0,0.0008257638315441783
1,2500,1212,2.0,0.0008250825082508251
1,2500,1213,2.0,0.0008244023083264633
1,2500,1214,2.0,0.0008237232289950577
1,2500,1215,2.0,0.0008230452674897119
1,2500,1216,2.0,0.0008223684210526315
1,2500,1217,2.0,0.0008216926869350862
1,2500,1218,2.0,0.0008210180623973727
1,2500,1219,2.0,0.0008203445447087777
1,2500,1220,2.0,0.000819672131147541
1,2500,1221,2.0,0.000819000819000819
1,2500,1222,2.0,0.0008183306055646482
1,2500,1223,2.0,0.0008176614881439084
1,2500,1224,2.0,0.0008169934640522876
1,2500,1225,2.0,0.0008163265306122449
1,2500,1226,2.0,0.0008156606851549756
1,2500,1227,2.0,0.0008149959250203749
1,2500,1228,2.0,0.0008143322475570033
1,2500,1229,2.0,0.0008136696501220504
1,2500,1230,2.0,0.0008130081300813008
1,2500,1231,2.0,0.0008123476848090983
1,2500,1232,2.0,0.0008116883116883117
1,2500,1233,2.0,0.0008110300081103001
1,2500,1234,2.0,0.0008103727714748784
1,2500,1235,2.0,0.0008097165991902834
1,2500,1236,2.0,0.0008090614886731392
1,2500,1237,2.0,0.0008084074373484236
1,2500,1238,2.0,0.0008077544426494346
1,2500,1239,2.0,0.0008071025020177562
1,2500,1240,2.0,0.0008064516129032258
1,2500,1241,2.0,0.0008058017727639
1,2500,1242,2.0,0.0008051529790660225
1,2500,1243,2.0,0.0008045052292839903
1,2500,1244,2.0,0.0008038585209003215
1,2500,1245,2.0,0.0008032128514056225
1,2500,1246,2.0,0.0008025682182985554
1,2500,1247,2.0,0.0008019246190858059
1,2500,1248,2.0,0.0008012820512820513
1,2500,1249,2.0,0.0008006405124099279
1,2500,1250,1.0,0.0004
2,2500,1,4.0,2.0
2,2500,2,8.0,2.0
2,2500,3,12.0,2.0
2,2500,4,16.0,2.0
2,2500,5,20.0,2.0
2,2500,6,24.0,2.0
2,2500,7,28.0,2.0
2,2500,8,32.0,2.0
2,2500,9,36.0,2.0
2,2500,10,40.0,2.0
2,2500,11,44.0,2.0
2,2500,12,48.0,2.0
2,2500,13,52.0,2.0
2,2500,14,56.0,2.0
2,2500,15,60.0,2.0
2,2500,16,64.0,2.0
2,2500,17,68.0,2.0
2,2500,18,72.0,2.0
2,2500,19,76.0,2.0
2,2500,20,80.0,2.0
2,2500,21,84.0,2.0
2,2500,22,88.0,2.0
2,2500,23,92.0,2.0
2,2500,24,96.0,2.0
2,2500,25,98.0,1.96
2,2500,26,96.0,1.8461538461538463
2,2500,27,92.0,1.7037037037037037
2,2500,28,88.0,1.5714285714285714
2,2500,29,84.0,1.4482758620689655
2,2500,30,80.0,1.3333333333333333
2,2500,31,76.0,1.2258064516129032
2,2500,32,72.0,1.125
2,2500,33,68.0,1.0303030303030303
2,2500,34,64.0,0.9411764705882353
2,2500,35,60.0,0.8571428571428571
2,2500,36,56.0,0.7777777777777778
2,2500,37,52.0,0.7027027027027027
2,2500,38,48.0,0.631578947368421
2,2500,39,44.0,0.5641025641025641
2,2500,40,40.0,0.5
2,2500,41,36.0,0.43902439024390244
2,2500,42,32.0,0.38095238095238093
2,2500,43,28.0,0.32558139534883723
2,2500,44,24.0,0.2727272727272727
2,2500,45,20.0,0.2222222222222222
2,2500,46,16.0,0.17391304347826086
2,2500,47,12.0,0.1276595744680851
2,2500,48,8.0,0.08333333333333333
2,2500,49,4.0,0.04081632653061224
2,2500,50,1.0,0.01
3,2197,1,6.0,3.0
3,2197,2,18.0,4.5
3,2197,3,38.0,6.333333333333333
3,2197,4,66.0,8.25
3,2197,5,102.0,10.2
3,2197,6,146.0,12.166666666666666
3,2197,7,192.0,13.714285714285714
3,2197,8,228.0,14.25
3,2197,9,248.0,13.777777777777779
3,2197,10,252.0,12.6
3,2197,11,240.0,10.909090909090908
3,2197,12,212.0,8.833333333333334
3,2197,13,168.0,6.461538461538462
3,2197,14,120.0,4.285714285714286
3,2197,15,80.0,2.6666666666666665
3,2197,16,48.0,1.5
3,2197,17,24.0,0.7058823529411765
3,2197,18,8.0,0.2222222222222222
4,2401,1,8.0,4.0
4,2401,2,32.0,8.0
4,2401,3,88.0,14.666666666666666
4,2401,4,184.0,23.0
4,2401,5,304.0,30.4
4,2401,6,408.0,34.0
4,2401,7,448.0,32.0
4,2401,8,400.0,25.0
4,2401,9,288.0,16.0
4,2401,10,160.0,8.0
4,2401,11,64.0,2.909090909090909
4,2401,12,16.0,0.6666666666666666
